#,year,month,taxa,species_portuguese,species_english,species_sci,production_kg,value_rs
575,2017,6,Peixe Ósseo,Caratinga,Mojarra,NA,405.9,2617.56
576,2017,6,Peixe Ósseo,Cavala-empinge,Barracuda,Acanthocybium solandri,20,160
577,2017,6,Peixe Ósseo,Cavalas agrupadas,Wahoo,NA,24136.4,167278.31
578,2017,6,Peixe Ósseo,Corvina,Croaker,Micropogonias furnieri,1981.7,9454.56
579,2017,6,Peixe Ósseo,Dourado,Common dolphifish,Coryphaena hippurus,4,32
580,2017,6,Peixe Ósseo,Enchova,Ancho,Pomatomus saltatrix,272,1290
581,2017,6,Peixe Ósseo,Espada,Broadbill,Xiphias gladius,1,2
582,2017,6,Peixe Ósseo,Galo,American John Dory,Zenopsis conchifer,215,1248
583,2017,6,Peixe Ósseo,Goete,Jamaica weakfish,Cynoscion jamaicensis,10.5,25
584,2017,6,Peixe Ósseo,Gordinho,Angelfish,Pomacanthus arcuatus,110,355
585,2017,6,Peixe Ósseo,Guaivira,Jack,Oligoplites spp.,1093.5,5131.5
586,2017,6,Peixe Ósseo,Lambari,Lambari,NA,25.25,1000
587,2017,6,Peixe Ósseo,Linguado,Flatfish,Paralichthys spp.,2252.3,35917.22
588,2017,6,Peixe Ósseo,Manjuba-branca,Manjuba-branca,NA,30,210
589,2017,6,Peixe Ósseo,Maria-luíza,Croaker,NA,112,248
590,2017,6,Peixe Ósseo,Miraguaia,Miraguaia,NA,842,7598.5
591,2017,6,Peixe Ósseo,Mistura,Mistura,NA,1894.5,4326.47
592,2017,6,Peixe Ósseo,Nundiá,Nundiá,NA,2.6,0
593,2017,6,Peixe Ósseo,Oveva,Cabezon,Larimus breviceps,100,50
594,2017,6,Peixe Ósseo,Palombeta,Leerfish,Chloroscombrus chrysurus,30,50
595,2017,6,Peixe Ósseo,Pampo,Pampo,Trachinotus spp.,31,154
596,2017,6,Peixe Ósseo,Parambiju,Parambiju,NA,8,80
597,2017,6,Peixe Ósseo,Pararê,Pararê,NA,268,1501
598,2017,6,Peixe Ósseo,Parati,Mullet,NA,2518.4,7536.84
599,2017,6,Peixe Ósseo,Pargo-rosa,Common sea bream,Pagrus pagrus,10,100
600,2017,6,Peixe Ósseo,Paru,Paru,NA,25,82
601,2017,6,Peixe Ósseo,Peixe-voador,Flying fish,Hirundichthys affinis,130,395
602,2017,6,Peixe Ósseo,Pescada-amarela,Acoupa weakfish,Cynoscion acoupa,213.3,3186.97
603,2017,6,Peixe Ósseo,Pescada-branca,Weakfish,Cynoscion leiarchus,3070,17388.67
604,2017,6,Peixe Ósseo,Pescada-foguete,Weakfish,NA,4146.4,30591
605,2017,6,Peixe Ósseo,Pescadas agrupadas,Weakfish,NA,112,1008
606,2017,6,Peixe Ósseo,Porco,Porco,NA,35,210
607,2017,6,Peixe Ósseo,Prejereba,Atlantic tripletail,Lobotes surinamensis,78.5,696
608,2017,6,Peixe Ósseo,Robalo,Snook,Centropomus spp.,113.5,1533.5
609,2017,6,Peixe Ósseo,Robalo-flecha,Snook,NA,21,395
610,2017,6,Peixe Ósseo,Robalo-peva,Snook,NA,900.5,11570.18
611,2017,6,Peixe Ósseo,Saguá,Saguá,NA,255.5,1577
612,2017,6,Peixe Ósseo,Sardinha-bandeira,Brazilian sardinella,NA,69,599
613,2017,6,Peixe Ósseo,Sardinha-verdadeira,Brazilian sardinella,Sardinella brasiliensis,19.5,165
614,2017,6,Peixe Ósseo,Sororoca,Sororoca,Scomberomorus,541,3752
615,2017,6,Peixe Ósseo,Tainha,Mullet,Mugil spp.,24033.1,216680.3
616,2017,6,Peixe Ósseo,Tortinha,Bigtooth corvina,Isopisthus parvipinnis,8,76
617,2017,6,Peixe Ósseo,Traíra,Traíra,NA,8,64
618,2017,6,Peixe Ósseo,Ubarana,Ubarana,NA,17,102
619,2017,6,Peixe Ósseo,Vermelho,Snapper,Lutjanus spp.,20,80
620,2017,6,,,#N/A,#N/A,0,0
621,2017,7,Crustáceo,Camarão-estuarino,Shrimp,NA,2547088,6806.18
622,2017,7,Crustáceo,Camarão-ferrinho,Shrimp,NA,350,2275
623,2017,7,Crustáceo,Camarão-legítimo,Shrimp,Litopenaeus schimitti,18803.3,466394.43
624,2017,7,Crustáceo,Camarão-listrado,Camarão-listrado,NA,11,165
625,2017,7,Crustáceo,Camarão-sete-barbas,Seabob shrimp,Xiphopenaeus kroyeri,158065.1,1106429
626,2017,7,Crustáceo,Camarões-rosa,Brown shrimp,NA,59,1695
627,2017,7,Crustáceo,Caranguejo-uçá,Crab,NA,16592,0
628,2017,7,Crustáceo,Pitú-de-iguape,Crayfish,NA,13275,5512.5
629,2017,7,Crustáceo,Siri-azul,Crab,NA,1027.54,16239
630,2017,7,Molusco,Berbigão,Cockle,Anomalocardia brasiliana,6114.5,3362.98
631,2017,7,Molusco,Mexilhão,Mussel,Perna perna,31,248
632,2017,7,Molusco,Mexilhão-do-mangue,Mussel,NA,456,3819.06
633,2017,7,Molusco,Ostra,Oyster,Crassostrea spp.,13640.915,21074.98
634,2017,7,Peixe Cartilaginoso,Cação-anjo,Shark,NA,1208,8806
635,2017,7,Peixe Cartilaginoso,Cação-galha-preta,Shark,NA,24,48
636,2017,7,Peixe Cartilaginoso,Cação-rola-rola,Shark,NA,41.1,784.8
637,2017,7,Peixe Cartilaginoso,Cações agrupados,Shark,NA,90,562
638,2017,7,Peixe Cartilaginoso,Cambeva,Bronze hammerhead shark,Sphyrna lewini,369,3308
639,2017,7,Peixe Cartilaginoso,Raias agrupadas,Ray,NA,538.5,1031.75
640,2017,7,Peixe Cartilaginoso,Tintureira,Blue shark,Prionace glauca,16,0
641,2017,7,Peixe Cartilaginoso,Viola,Common guitarfish,Rhinobatos rhinobatos,348,3096
642,2017,7,Peixe Ósseo,Acará,Acará,NA,10,0
643,2017,7,Peixe Ósseo,Badejo,Whiting,Mycteroperca spp.,239,0
644,2017,7,Peixe Ósseo,Bagre,Couma sea catfish,Sciades couma,153.1,458.35
645,2017,7,Peixe Ósseo,Bagre-amarelo,Gillbacker sea catfish,Sciades parkeri,910,3306
646,2017,7,Peixe Ósseo,Bagre-branco,Catfish,Sciades proops,4720.5,19487.83
647,2017,7,Peixe Ósseo,Baiacú,trunkfish,NA,2039.5,17055.4
648,2017,7,Peixe Ósseo,Betara,Carolina Whiting,Menticirrhus spp.,329,983
649,2017,7,Peixe Ósseo,Bonito-pintado,Atlantic black skipjack,Euthynnus alletteratus,0.5,0
650,2017,7,Peixe Ósseo,Bonitos agrupados,skipjack tuna,NA,47,188
651,2017,7,Peixe Ósseo,Carapeba,Broad shad,Diapterus auratus,102,212
652,2017,7,Peixe Ósseo,Caratinga,Mojarra,NA,618,4235.36
653,2017,7,Peixe Ósseo,Cavalas agrupadas,Wahoo,NA,32213.7,192413.1
654,2017,7,Peixe Ósseo,Corvina,Croaker,Micropogonias furnieri,3356.6,14547.32
655,2017,7,Peixe Ósseo,Enchova,Ancho,Pomatomus saltatrix,65,421
656,2017,7,Peixe Ósseo,Espada,Broadbill,Xiphias gladius,242,585
657,2017,7,Peixe Ósseo,Galo,American John Dory,Zenopsis conchifer,231,0
658,2017,7,Peixe Ósseo,Goete,Jamaica weakfish,Cynoscion jamaicensis,24,0
659,2017,7,Peixe Ósseo,Gordinho,Angelfish,Pomacanthus arcuatus,320,685
660,2017,7,Peixe Ósseo,Guaivira,Jack,Oligoplites spp.,602,2381.5
661,2017,7,Peixe Ósseo,Lambari,Lambari,NA,14,1812.5
662,2017,7,Peixe Ósseo,Linguado,Flatfish,Paralichthys spp.,4705.4,73782.33
663,2017,7,Peixe Ósseo,Manjubas agrupadas,anchovy,NA,10,140
664,2017,7,Peixe Ósseo,Maria-luíza,Croaker,NA,279,1366.25
665,2017,7,Peixe Ósseo,Miraguaia,Miraguaia,NA,1145.5,6841.5
666,2017,7,Peixe Ósseo,Mistura,Mistura,NA,2413.8,7151.81
667,2017,7,Peixe Ósseo,Nundiá,Nundiá,NA,5.5,0
668,2017,7,Peixe Ósseo,Pacu,Pacu,NA,6,24
669,2017,7,Peixe Ósseo,Palombeta,Leerfish,Chloroscombrus chrysurus,310,620
670,2017,7,Peixe Ósseo,Pampo,Pampo,Trachinotus spp.,45.5,145.5
671,2017,7,Peixe Ósseo,Pararê,Pararê,NA,237,1331
672,2017,7,Peixe Ósseo,Parati,Mullet,NA,2740.5,7829.41
673,2017,7,Peixe Ósseo,Pargo-rosa,Common sea bream,Pagrus pagrus,23,258
674,2017,7,Peixe Ósseo,Paru,Paru,NA,268.5,1037.5
675,2017,7,Peixe Ósseo,Pescada-amarela,Acoupa weakfish,Cynoscion acoupa,330.5,3494
676,2017,7,Peixe Ósseo,Pescada-banana,Weakfish,NA,31,217
677,2017,7,Peixe Ósseo,Pescada-branca,Weakfish,Cynoscion leiarchus,2716,14820.63
678,2017,7,Peixe Ósseo,Pescada-foguete,Weakfish,NA,6272.1,42754.2
679,2017,7,Peixe Ósseo,Pescadas agrupadas,Weakfish,NA,190,1363
680,2017,7,Peixe Ósseo,Porco,Porco,NA,83.3,218.5
681,2017,7,Peixe Ósseo,Prejereba,Atlantic tripletail,Lobotes surinamensis,91,547
682,2017,7,Peixe Ósseo,Robalo,Snook,Centropomus spp.,202.5,2809
683,2017,7,Peixe Ósseo,Robalo-flecha,Snook,NA,47.5,1067.5
684,2017,7,Peixe Ósseo,Robalo-peva,Snook,NA,609.7,8386.27
685,2017,7,Peixe Ósseo,Saguá,Saguá,NA,92.5,598.2
686,2017,7,Peixe Ósseo,Sardinha-bandeira,Brazilian sardinella,NA,60.5,416.4
687,2017,7,Peixe Ósseo,Sardinha-verdadeira,Brazilian sardinella,Sardinella brasiliensis,34,429
688,2017,7,Peixe Ósseo,Sororoca,Sororoca,Scomberomorus,3064,20524
689,2017,7,Peixe Ósseo,Tainha,Mullet,Mugil spp.,5904.1,42594.27
690,2017,7,Peixe Ósseo,Tortinha,Bigtooth corvina,Isopisthus parvipinnis,151,1430
691,2017,7,Peixe Ósseo,Vermelho,Snapper,Lutjanus spp.,40,0
692,2017,7,Peixe Ósseo,Xaréu,Black cavalli,Caranx hippos,6,0
693,2017,7,,,#N/A,#N/A,0,0
694,2017,8,Crustáceo,Camarão-estuarino,Shrimp,NA,2742856,11535.62
695,2017,8,Crustáceo,Camarão-legítimo,Shrimp,Litopenaeus schimitti,3966.3056,104997.43
696,2017,8,Crustáceo,Camarão-sete-barbas,Seabob shrimp,Xiphopenaeus kroyeri,95027.1,759628.68
697,2017,8,Crustáceo,Chama-maré,Chama-maré,NA,2318,0
698,2017,8,Crustáceo,Pitú-de-iguape,Crayfish,NA,4.5,2187.5
699,2017,8,Crustáceo,Siri-azul,Crab,NA,905828,13645.93
700,2017,8,Molusco,Berbigão,Cockle,Anomalocardia brasiliana,12688,7054
701,2017,8,Molusco,Mexilhão,Mussel,Perna perna,70.5,882
702,2017,8,Molusco,Mexilhão-do-mangue,Mussel,NA,449.4,4699
703,2017,8,Molusco,Ostra,Oyster,Crassostrea spp.,11191.895,18791.22
704,2017,8,Peixe Cartilaginoso,Cação-anjo,Shark,NA,309,2163
705,2017,8,Peixe Cartilaginoso,Cação-rola-rola,Shark,NA,90,950
706,2017,8,Peixe Cartilaginoso,Cações agrupados,Shark,NA,88.7,635.6
707,2017,8,Peixe Cartilaginoso,Cambeva,Bronze hammerhead shark,Sphyrna lewini,4.3,38.7
708,2017,8,Peixe Cartilaginoso,Raia-manteiga,Raia-manteiga,NA,70,500
709,2017,8,Peixe Cartilaginoso,Raias agrupadas,Ray,NA,476.5,903.38
710,2017,8,Peixe Cartilaginoso,Tintureira,Blue shark,Prionace glauca,150,1500
711,2017,8,Peixe Cartilaginoso,Viola,Common guitarfish,Rhinobatos rhinobatos,398.5,3998
712,2017,8,Peixe Ósseo,Acará,Acará,NA,9,54
713,2017,8,Peixe Ósseo,Agulhão-vela,Atlantic sailfish,Istiophorus albicans,7.2,57.6
714,2017,8,Peixe Ósseo,Badejo-mira,Comb grouper,Mycteroperca rubra,32,160
715,2017,8,Peixe Ósseo,Bagre,Couma sea catfish,Sciades couma,69,301
716,2017,8,Peixe Ósseo,Bagre-amarelo,Gillbacker sea catfish,Sciades parkeri,402,1228.5
717,2017,8,Peixe Ósseo,Bagre-branco,Catfish,Sciades proops,4668.5,18657.75
718,2017,8,Peixe Ósseo,Baiacú,trunkfish,NA,3150.1,26440.44
719,2017,8,Peixe Ósseo,Betara,Carolina Whiting,Menticirrhus spp.,1094.05,3620.79
720,2017,8,Peixe Ósseo,Bonitos agrupados,skipjack tuna,NA,7500,11250
721,2017,8,Peixe Ósseo,Carapeba,Broad shad,Diapterus auratus,88,167
722,2017,8,Peixe Ósseo,Caratinga,Mojarra,NA,239.6,1591.8
723,2017,8,Peixe Ósseo,Cavalas agrupadas,Wahoo,NA,3064,20096
724,2017,8,Peixe Ósseo,Cavalinha,American mackerel,Scomber japonicus,5,20
725,2017,8,Peixe Ósseo,Cioba,Dog Snapper,Lutjanus analis,18,148
726,2017,8,Peixe Ósseo,Corvina,Croaker,Micropogonias furnieri,8816.9,46890.42
727,2017,8,Peixe Ósseo,Dourado,Common dolphifish,Coryphaena hippurus,15,105
728,2017,8,Peixe Ósseo,Enchova,Ancho,Pomatomus saltatrix,65,480
729,2017,8,Peixe Ósseo,Espada,Broadbill,Xiphias gladius,15,25
730,2017,8,Peixe Ósseo,Galo,American John Dory,Zenopsis conchifer,7,70
731,2017,8,Peixe Ósseo,Garoupa,Deady,Epinephelus spp.,15,375
732,2017,8,Peixe Ósseo,Goete,Jamaica weakfish,Cynoscion jamaicensis,21.5,123.5
733,2017,8,Peixe Ósseo,Guaivira,Jack,Oligoplites spp.,139.5,631
734,2017,8,Peixe Ósseo,Lambari,Lambari,NA,18,1700
735,2017,8,Peixe Ósseo,Linguado,Flatfish,Paralichthys spp.,2046.8,33255.8
736,2017,8,Peixe Ósseo,Maria-luíza,Croaker,NA,150,300
737,2017,8,Peixe Ósseo,Miraguaia,Miraguaia,NA,1261.8,7598.3
738,2017,8,Peixe Ósseo,Mistura,Mistura,NA,2371.2,4819.83
739,2017,8,Peixe Ósseo,Pampo,Pampo,Trachinotus spp.,12,60
740,2017,8,Peixe Ósseo,Parambiju,Parambiju,NA,5,50
741,2017,8,Peixe Ósseo,Pararê,Pararê,NA,167.5,1165
742,2017,8,Peixe Ósseo,Parati,Mullet,NA,2247.8,5827.71
743,2017,8,Peixe Ósseo,Pargo-rosa,Common sea bream,Pagrus pagrus,58,439
744,2017,8,Peixe Ósseo,Paru,Paru,NA,129,617
745,2017,8,Peixe Ósseo,Peixe-voador,Flying fish,Hirundichthys affinis,300,930
746,2017,8,Peixe Ósseo,Pescada-amarela,Acoupa weakfish,Cynoscion acoupa,342.7,4902.1
747,2017,8,Peixe Ósseo,Pescada-banana,Weakfish,NA,19,114
748,2017,8,Peixe Ósseo,Pescada-branca,Weakfish,Cynoscion leiarchus,2270.95,13983.53
749,2017,8,Peixe Ósseo,Pescada-dentão,Weakfish,NA,25,112.5
750,2017,8,Peixe Ósseo,Pescada-foguete,Weakfish,NA,4605.1,27082.52
751,2017,8,Peixe Ósseo,Pescadas agrupadas,Weakfish,NA,55.9,598
752,2017,8,Peixe Ósseo,Prejereba,Atlantic tripletail,Lobotes surinamensis,104.8,640.4
753,2017,8,Peixe Ósseo,Robalo,Snook,Centropomus spp.,119.7,1770.5
754,2017,8,Peixe Ósseo,Robalo-flecha,Snook,NA,16.5,238
755,2017,8,Peixe Ósseo,Robalo-peva,Snook,NA,832.3,9440.51
756,2017,8,Peixe Ósseo,Saguá,Saguá,NA,206,961
757,2017,8,Peixe Ósseo,Sardinha-bandeira,Brazilian sardinella,NA,19741.5,4890.8
758,2017,8,Peixe Ósseo,Sardinha-verdadeira,Brazilian sardinella,Sardinella brasiliensis,77.5,521
759,2017,8,Peixe Ósseo,Sargo,Sargo,NA,17,80
760,2017,8,Peixe Ósseo,Sororoca,Sororoca,Scomberomorus,609,4853
761,2017,8,Peixe Ósseo,Tainha,Mullet,Mugil spp.,4773,35984.73
762,2017,8,Peixe Ósseo,Tortinha,Bigtooth corvina,Isopisthus parvipinnis,176,1097
763,2017,8,Peixe Ósseo,Xaréu,Black cavalli,Caranx hippos,17,34
764,2017,8,,,#N/A,#N/A,0,0
765,2017,9,Crustáceo,Camarão-estuarino,Shrimp,NA,3923.94,100251.54
766,2017,9,Crustáceo,Camarão-legítimo,Shrimp,Litopenaeus schimitti,2352.7,83304.34
767,2017,9,Crustáceo,Camarão-sete-barbas,Seabob shrimp,Xiphopenaeus kroyeri,183261.5,1497620.28
768,2017,9,Crustáceo,Chama-maré,Chama-maré,NA,3.8,0
769,2017,9,Crustáceo,Lagosta,Lobster,Panulirus laevicauda,1,0
770,2017,9,Crustáceo,Pitú-de-iguape,Crayfish,NA,4275,3012.5
771,2017,9,Crustáceo,Siri-azul,Crab,NA,1080.9,15454.5
772,2017,9,Crustáceo,Siri-azul-danae,Siri-azul-danae,NA,5.4,0
773,2017,9,Molusco,Almeja,Almeja,NA,21.6,149
774,2017,9,Molusco,Berbigão,Cockle,Anomalocardia brasiliana,16338.5,9167
775,2017,9,Molusco,Mexilhão-do-mangue,Mussel,NA,625,5374
776,2017,9,Molusco,Ostra,Oyster,Crassostrea spp.,11459.402,15452.6
777,2017,9,Peixe Cartilaginoso,Cação-anjo,Shark,NA,104,1485
778,2017,9,Peixe Cartilaginoso,Cação-rola-rola,Shark,NA,160,1300
779,2017,9,Peixe Cartilaginoso,Cações agrupados,Shark,NA,41,287
780,2017,9,Peixe Cartilaginoso,Cambeva,Bronze hammerhead shark,Sphyrna lewini,51,1050
781,2017,9,Peixe Cartilaginoso,Raia-manteiga,Raia-manteiga,NA,128,2120
782,2017,9,Peixe Cartilaginoso,Raias agrupadas,Ray,NA,730,1563.5
783,2017,9,Peixe Cartilaginoso,Tintureira,Blue shark,Prionace glauca,10,100
784,2017,9,Peixe Cartilaginoso,Viola,Common guitarfish,Rhinobatos rhinobatos,217.4,2966
785,2017,9,Peixe Ósseo,Acará,Acará,NA,2,0
786,2017,9,Peixe Ósseo,Agulhão,Atlantic saury,Scomberesox saurus,3,0
787,2017,9,Peixe Ósseo,Badejo,Whiting,Mycteroperca spp.,207,1242
788,2017,9,Peixe Ósseo,Bagre,Couma sea catfish,Sciades couma,59,214
789,2017,9,Peixe Ósseo,Bagre-amarelo,Gillbacker sea catfish,Sciades parkeri,1933,4486.5
790,2017,9,Peixe Ósseo,Bagre-branco,Catfish,Sciades proops,4266.6,18475
791,2017,9,Peixe Ósseo,Baiacú,trunkfish,NA,2880.3,25058.9
792,2017,9,Peixe Ósseo,Betara,Carolina Whiting,Menticirrhus spp.,2094.5,11654
793,2017,9,Peixe Ósseo,Carapeba,Broad shad,Diapterus auratus,165,380
794,2017,9,Peixe Ósseo,Carapicu,Broad shad,Diapterus auratus,4,8
795,2017,9,Peixe Ósseo,Caratinga,Mojarra,NA,409.5,3180
796,2017,9,Peixe Ósseo,Cavalas agrupadas,Wahoo,NA,5735,49925.9
797,2017,9,Peixe Ósseo,Cavalinha,American mackerel,Scomber japonicus,7.5,37.5
798,2017,9,Peixe Ósseo,Corvina,Croaker,Micropogonias furnieri,6984.4,42839.85
799,2017,9,Peixe Ósseo,Enchova,Ancho,Pomatomus saltatrix,10,50
800,2017,9,Peixe Ósseo,Espada,Broadbill,Xiphias gladius,25,57
801,2017,9,Peixe Ósseo,Espadarte,Swordfish,Xiphias gladius,15,450
802,2017,9,Peixe Ósseo,Galo,American John Dory,Zenopsis conchifer,121,1210
803,2017,9,Peixe Ósseo,Garoupa,Deady,Epinephelus spp.,81,1620
804,2017,9,Peixe Ósseo,Goete,Jamaica weakfish,Cynoscion jamaicensis,7,28
805,2017,9,Peixe Ósseo,Gordinho,Angelfish,Pomacanthus arcuatus,10,20
806,2017,9,Peixe Ósseo,Guaivira,Jack,Oligoplites spp.,1351.5,4481
807,2017,9,Peixe Ósseo,Lambari,Lambari,NA,24.5,1712.5
808,2017,9,Peixe Ósseo,Linguado,Flatfish,Paralichthys spp.,920.1,15598.9
809,2017,9,Peixe Ósseo,Miraguaia,Miraguaia,NA,702.3,3789
810,2017,9,Peixe Ósseo,Mistura,Mistura,NA,2359.7,3881.15
811,2017,9,Peixe Ósseo,Palombeta,Leerfish,Chloroscombrus chrysurus,0.2,0
812,2017,9,Peixe Ósseo,Pampo,Pampo,Trachinotus spp.,165,909
813,2017,9,Peixe Ósseo,Pararê,Pararê,NA,282,1477
814,2017,9,Peixe Ósseo,Parati,Mullet,NA,3489,10582.73
815,2017,9,Peixe Ósseo,Pargo-rosa,Common sea bream,Pagrus pagrus,35,350
816,2017,9,Peixe Ósseo,Paru,Paru,NA,765.5,4872.75
817,2017,9,Peixe Ósseo,Peixe-voador,Flying fish,Hirundichthys affinis,20,70
818,2017,9,Peixe Ósseo,Pescada-amarela,Acoupa weakfish,Cynoscion acoupa,643.8,11984.1
819,2017,9,Peixe Ósseo,Pescada-branca,Weakfish,Cynoscion leiarchus,2329.9,16917.48
820,2017,9,Peixe Ósseo,Pescada-dentão,Weakfish,NA,128,1610
821,2017,9,Peixe Ósseo,Pescada-foguete,Weakfish,NA,2879.5,20324.5
822,2017,9,Peixe Ósseo,Pescadas agrupadas,Weakfish,NA,1090,1953.5
823,2017,9,Peixe Ósseo,Porco,Porco,NA,30,87.5
824,2017,9,Peixe Ósseo,Prejereba,Atlantic tripletail,Lobotes surinamensis,158.5,1243
825,2017,9,Peixe Ósseo,Robalo,Snook,Centropomus spp.,205.5,3270.5
826,2017,9,Peixe Ósseo,Robalo-flecha,Snook,NA,265.5,5837
827,2017,9,Peixe Ósseo,Robalo-peva,Snook,NA,952.1,13555.91
828,2017,9,Peixe Ósseo,Saguá,Saguá,NA,153.5,729.21
829,2017,9,Peixe Ósseo,Sardinha-bandeira,Brazilian sardinella,NA,12811.5,3386
830,2017,9,Peixe Ósseo,Sardinha-cascuda,Blackbill sprat,Harengula clupeola,11.1,277.5
831,2017,9,Peixe Ósseo,Sardinha-verdadeira,Brazilian sardinella,Sardinella brasiliensis,30,90
832,2017,9,Peixe Ósseo,Sargo,Sargo,NA,96.5,452.5
833,2017,9,Peixe Ósseo,Sororoca,Sororoca,Scomberomorus,3327,29826
834,2017,9,Peixe Ósseo,Tainha,Mullet,Mugil spp.,2007.6,14668.17
835,2017,9,Peixe Ósseo,Tortinha,Bigtooth corvina,Isopisthus parvipinnis,179,990.5
836,2017,9,Peixe Ósseo,Traíra,Traíra,NA,2.5,12.5
837,2017,9,Peixe Ósseo,Xarelete,Black jack,Caranx latus,8,40
838,2017,9,,,#N/A,#N/A,0,0
839,2017,10,Crustáceo,Camarão-estuarino,Shrimp,NA,3181144,9021
840,2017,10,Crustáceo,Camarão-legítimo,Shrimp,Litopenaeus schimitti,2553.21,95541.45
841,2017,10,Crustáceo,Camarão-santana,Shrimp,Pleoticus muelleri,21893,153251
842,2017,10,Crustáceo,Camarão-sete-barbas,Seabob shrimp,Xiphopenaeus kroyeri,150785,1299537.3
843,2017,10,Crustáceo,Camarões-rosa,Brown shrimp,NA,4,100
844,2017,10,Crustáceo,Chama-maré,Chama-maré,NA,1976,0
845,2017,10,Crustáceo,Pitú-de-iguape,Crayfish,NA,3.15,2625
846,2017,10,Crustáceo,Siri-azul,Crab,NA,1470.9,23030
847,2017,10,Crustáceo,Siri-azul-danae,Siri-azul-danae,NA,164.88,576
848,2017,10,Molusco,Berbigão,Cockle,Anomalocardia brasiliana,22640,12452
849,2017,10,Molusco,Lula,Squid,Loligo sanpaulensis,3,0
850,2017,10,Molusco,Mexilhão-do-mangue,Mussel,NA,355.4,3885.1
851,2017,10,Molusco,Ostra,Oyster,Crassostrea spp.,10235.981,15047.93
852,2017,10,Peixe Cartilaginoso,Cação-anjo,Shark,NA,48,960
853,2017,10,Peixe Cartilaginoso,Cação-rola-rola,Shark,NA,93,1745
854,2017,10,Peixe Cartilaginoso,Cações agrupados,Shark,NA,40,230
855,2017,10,Peixe Cartilaginoso,Cambeva,Bronze hammerhead shark,Sphyrna lewini,11,180
856,2017,10,Peixe Cartilaginoso,Raia-manteiga,Raia-manteiga,NA,92,1840
857,2017,10,Peixe Cartilaginoso,Raias agrupadas,Ray,NA,754,1887
858,2017,10,Peixe Cartilaginoso,Raia-ticonha,Raia-ticonha,NA,28,56
859,2017,10,Peixe Cartilaginoso,Tintureira,Blue shark,Prionace glauca,14,280
