"year","region","grupo_exportacion","tons","value"
2013,0,"algas",26.80996,51230
2013,0,"almejas",0.41474,40
2013,0,"bacalado_profundo",0.02402,44.79
2013,0,"caracol",0.09747,187.5
2013,0,"centolla",0.12533,710.04
2013,0,"culengues",0.00066,15
2013,0,"erizo",0.04066,72.82
2013,0,"jaiba",0.00066,15
2013,0,"jurel",3.865,1350
2013,0,"langostinos",0.35016,1658.3
2013,0,"loco",0.03125,50
2013,0,"macha",0.00066,15
2013,0,"mejillones",1.42695,1181.19
2013,0,"merluza",0.32983,149.66
2013,0,"navajas",0.08446,181
2013,0,"navajuelas",0.00353,45.6
2013,0,"ostion",0.01127,50.9
2013,0,"pez espada",13.05225,56022.4
2013,0,"reineta",0.25966,314.24
2013,0,"salmon",0.53612,1199.39
2013,0,"salmones",28.36183,122497.69
2013,0,"sardinas",0.0045,200
2013,0,"trucha",0.407,2930.92
2013,1,"algas",10871.0768,16727568.63
2013,1,"bacalado_profundo",0.521,10365.73
2013,1,"erizo",5.8425,74856.9
2013,1,"jurel",75.395,44060.45
2013,1,"mejillones",25.5,83507.84
2013,1,"salmones",20.90754,86932.88
2013,2,"algas",8792.143,14240032.85
2013,2,"salmon",24.2,80675
2013,2,"salmones",45.00069,338932.76
2013,2,"sardinas",24.15,14950
2013,3,"algas",28186.7288,40563755.15
2013,3,"bacalado_profundo",27.58518,686667.03
2013,3,"erizo",2.709,35151.44
2013,3,"pez espada",40.19203,244317.04
2013,4,"abalones",0.51751,10838.92
2013,4,"algas",19258.635,32905474.62
2013,4,"bacalado_profundo",37.72548,963740.94
2013,4,"camaron",179.5128,1840757.66
2013,4,"caracol",55.717,383163.95
2013,4,"centolla",2.517,30039.08
2013,4,"cojinobas",3.9955,3615.6
2013,4,"jaiba",2.298,40932
2013,4,"jurel",1907.4379,2795734.75
2013,4,"langostas",15.032,517578.45
2013,4,"langostinos",289.45584,4951492.64
2013,4,"mejillones",10.63,23035.71
2013,4,"merluza",0.355,2085.9
2013,4,"ostion",74.4982,696940.46
2013,4,"ostras",8.063,374091.51
2013,4,"pez espada",1221.80959,10030542.79
2013,4,"salmones",106.46276,751318.52
2013,4,"trucha",25.184,152764.71
2013,5,"abalones",0.35651,7099.05
2013,5,"algas",3732.33626,6829340.95
2013,5,"anguilas",70.8,153098
2013,5,"bacalado_profundo",223.84843,4491977.77
2013,5,"camaron",258.76017,2565617
2013,5,"caracol",0.968,8098.72
2013,5,"centolla",278.85168,2692753
2013,5,"congrio",3.235,38391.46
2013,5,"gamba",1.12273,4200
2013,5,"jaiba",103.5938,727851.96
2013,5,"langostas",0.73,23417.21
2013,5,"loco",5.949,120763.42
2013,5,"mejillones",285.5235,732665.45
2013,5,"merluza",25.03748,144262.53
2013,5,"pez espada",20.021,164828.33
2013,5,"salmon",39.1415,135232.13
2013,5,"salmones",334.94233,2326883.64
2013,5,"trucha",50.0625,191663.88
2013,6,"algas",744.3557,1958820.04
2013,6,"ostion",1.831,14581.3
2013,6,"salmon",465.09156,1622429.29
2013,6,"salmones",230.29296,1402395.55
2013,6,"trucha",313.941,2099855.63
2013,7,"caracol",3.75,25039.46
2013,7,"congrio",0.021,1000
2013,7,"culengues",0.625,5400.66
2013,7,"jurel",211.68,276595.2
2013,7,"loco",6.075,112434.21
2013,7,"macha",2.22,23566.53
2013,7,"navajas",22.5436,170068.22
2013,7,"navajuelas",5.5306,20432.37
2013,7,"pez espada",15.474,114117.32
2013,7,"salmones",23.83,148670.98
2013,8,"abalones",10.56,466713.68
2013,8,"algas",7863.7032,22044235.31
2013,8,"almejas",0.2592,720
2013,8,"atun",29.5851,126776.39
2013,8,"bacalado_profundo",369.35886,5235981.32
2013,8,"caracol",24.92519,186603.3
2013,8,"centolla",58.3731,1134414.45
2013,8,"corvina",3.38,3250
2013,8,"culengues",154.445,1380696.73
2013,8,"erizo",58.1856,1313170.49
2013,8,"jaiba",10.2954,126698.68
2013,8,"jurel",92838.29878,123971803.14
2013,8,"langostinos",60.1496,1115411.32
2013,8,"loco",286.37178,4636112.32
2013,8,"macha",1.03124,10150
2013,8,"mejillones",299.71243,882032.08
2013,8,"merluza",3442.22352,8904278.8
2013,8,"navajas",481.57545,4253466.67
2013,8,"navajuelas",447.743,2628550.11
2013,8,"pejerreyes",305.5554,570565.71
2013,8,"pez espada",236.25728,1867887.49
2013,8,"reineta",275.6861,211377.25
2013,8,"salmon",3315.244,12995282.33
2013,8,"salmones",3604.97475,24340150.81
2013,8,"trucha",2585.5288,14591950.87
2013,9,"algas",100.595,332029
2013,9,"centolla",11.0985,312465.22
2013,9,"salmon",146.85,577635
2013,9,"salmones",4.55,33700.27
2013,10,"algas",2634.0812,5963814.87
2013,10,"almejas",485.31907,3068543.83
2013,10,"bacalado_profundo",975.96953,19219836.91
2013,10,"caballas",38.2198,31612
2013,10,"camaron",0.035,359.4
2013,10,"caracol",24.97505,153381.48
2013,10,"centolla",786.57215,7817358.78
2013,10,"cojinobas",3.33567,10520.35
2013,10,"congrio",67.53565,515490.22
2013,10,"culengues",133.1313,1244089.5
2013,10,"erizo",290.923,6485555.18
2013,10,"jaiba",141.37366,1492083.39
2013,10,"jurel",39302.2037,43066058.66
2013,10,"langostinos",659.08836,11282125.35
2013,10,"loco",96.56078,1944617.78
2013,10,"macha",86.16199,659197.95
2013,10,"mejillones",68600.44523,179368654.66
2013,10,"merluza",5193.94136,17852579.9
2013,10,"navajas",301.00339,2711754.57
2013,10,"navajuelas",988.25398,5577107.51
2013,10,"ostion",5.21861,46516.87
2013,10,"pejerreyes",124.7872,259413.09
2013,10,"pepino",35.7194,893711.34
2013,10,"pez espada",247.72802,1969127.98
2013,10,"pulpo",1.037,19134
2013,10,"reineta",21.78447,33031.28
2013,10,"salmon",104069.46608,416122945.6
2013,10,"salmones",303538.20482,2026634173.54
2013,10,"sardinas",26.96832,30973.14
2013,10,"trucha",111577.02365,715028673.11
2013,11,"bacalado_profundo",12.75295,228378.6
2013,11,"brotula",13.99398,28128.33
2013,11,"centolla",74.98574,518925.2
2013,11,"cojinobas",158.78507,472663.78
2013,11,"congrio",286.21832,1655422.21
2013,11,"jaiba",79.83214,639803.34
2013,11,"merluza",5322.49296,19136971.33
2013,11,"reineta",94.058,139962.99
2013,11,"salmon",13895.92935,34410657.95
2013,11,"salmones",15146.57626,89666861.27
2013,11,"trucha",3381.35966,14118805.26
2013,12,"bacalado_profundo",2191.56437,38235564.66
2013,12,"brotula",229.1811,438273.86
2013,12,"centolla",3367.92232,37750646.42
2013,12,"cojinobas",1234.57051,4112931.85
2013,12,"congrio",391.22078,2265978.66
2013,12,"draco_rayado",247.10344,1909885.78
2013,12,"erizo",81.4356,1716560.01
2013,12,"jaiba",113.9659,1132259.32
2013,12,"mejillones",2.233,4060
2013,12,"merluza",8088.06484,23525384.71
2013,12,"navajas",55.88882,337157.83
2013,12,"ostion",38.47311,471912.82
2013,12,"pez espada",4.30694,39126.19
2013,12,"reineta",21.84898,21751.12
2013,12,"salmon",309.67773,1270573.53
2013,12,"salmones",17080.66558,108417099.41
2013,12,"trucha",2662.57274,11109554.57
2013,13,"algas",284.6215,492923.9
2013,13,"almejas",64.53132,552457.44
2013,13,"anguilas",0.195,2250
2013,13,"atun",9.82259,204887.57
2013,13,"bacalado_profundo",74.15066,1342517.44
2013,13,"camaron",67.477,720862.94
2013,13,"centolla",43.43375,468917.5
2013,13,"congrio",5.148,63350.29
2013,13,"erizo",29.461,843332.65
2013,13,"jurel",121.44,96000
2013,13,"loco",3.525,60893.95
2013,13,"macha",13.67406,107174.47
2013,13,"mejillones",699.17623,2855201.56
2013,13,"merluza",2.958,19956.87
2013,13,"navajas",6.7154,69877.11
2013,13,"navajuelas",40.13394,360701.92
2013,13,"ostion",3.25024,45450.6
2013,13,"pepino",0.04,1600
2013,13,"pez espada",80.18774,569244.72
2013,13,"salmon",43.4438,284820
2013,13,"salmones",407.96964,3848641.81
2013,13,"trucha",46.581,355439.35
2013,14,"algas",8.0785,18510.75
2013,14,"bacalado_profundo",17.5749,372290.96
2013,14,"centolla",11.73319,151115.52
2013,14,"salmon",14.685,56588.24
2013,14,"salmones",58.71915,422434.81
2013,14,"trucha",446.0987,2243308.26
2013,15,"anchoas",0.386,580.36
2013,15,"anchoveta",72.95399,554956.19
2013,15,"corvina",47.947,40772
2013,15,"erizo",4.4715,67693.25
2013,15,"jurel",23.1,35200
2013,20,"anchoveta",23.14268,174082.61
2013,20,"bacalado_profundo",14.94765,165956.63
2013,20,"bagre",52.5,160000
2013,20,"jurel",43.128,66489
2013,20,"mahi_mahi",18.6004,225078.65
2013,20,"mejillones",62,190449.27
2013,20,"salmones",9.73175,75814.43
2013,20,"sardinas",5.39932,25719
2013,NA,"abalones",0.04,1320
2013,NA,"algas",0.508,148.94
2013,NA,"anguilas",0.038,123.2
2013,NA,"atun",0.055,260.36
2013,NA,"bacalado_profundo",0.012,10
2013,NA,"centolla",0.807,5752.61
2013,NA,"erizo",0.015,3.25
2013,NA,"jaiba",0.025,10
2013,NA,"jurel",0.258,80
2013,NA,"langostas",0.02,768.5
2013,NA,"mejillones",0.306,1790.9
2013,NA,"merluza",0.1903,827.53
2013,NA,"ostion",0.04,100
2013,NA,"pejerreyes",0.028,165
2013,NA,"pepino",0.042,135.5
2013,NA,"salmon",0.39,1969.84
2013,NA,"salmones",2.77325,8473.14
2013,NA,"sardinas",0.251,240
2013,NA,"trucha",0.402,511.39
2013,NA,"varios_pescados",0.048,23.6
2014,0,"algas",1.61774,104672.35
2014,0,"almejas",0.003,1
2014,0,"bacalado_profundo",0.05781,225.97
2014,0,"camaron",0.02,203
2014,0,"caracol",0.08584,110.66
2014,0,"centolla",0.10493,1098.16
2014,0,"erizo",0.16045,3161.45
2014,0,"jaiba",0.1212,170.26
2014,0,"jurel",0.12692,42
2014,0,"langostinos",0.04681,30.41
2014,0,"loco",0.03329,66
2014,0,"mejillones",0.7355,727.62
2014,0,"merluza",0.23611,335.5
2014,0,"navajas",0.01029,17.67
2014,0,"navajuelas",0.007,26.5
2014,0,"pepino",0.105,100
2014,0,"pez espada",0.0213,100
2014,0,"salmon",0.15027,1035.12
2014,0,"salmones",7.55857,26960.26
2014,0,"trucha",0.45319,1103.89
2014,1,"algas",8499.4694,13131621.95
2014,1,"bacalado_profundo",4.52489,104255.85
2014,1,"erizo",15.775,243335.5
2014,1,"jurel",24.8,10488
2014,2,"algas",6146.496,9186503.62
2014,2,"caracol",6.573,48318
2014,2,"salmon",98.73694,459505.76
2014,2,"salmones",69.45296,512448.63
2014,2,"sardinas",25.739,15668.1
2014,3,"algas",26337.017,41110923.57
2014,3,"erizo",9.298,124924.6
2014,3,"salmones",29.493,296036.99
2014,4,"algas",12600.8145,27690800.68
2014,4,"bacalado_profundo",59.29579,1270769.29
2014,4,"caballas",55.41,106293
2014,4,"camaron",188.07556,2514766.7
2014,4,"caracol",11.24,70112.75
2014,4,"cojinobas",10.98,9936
2014,4,"jaiba",2.22684,41544
2014,4,"jurel",971.75408,1265507.26
2014,4,"langostas",10.789,421518.16
2014,4,"langostinos",235.82931,4364107.96
2014,4,"macha",0.22,1931.8
2014,4,"mejillones",7.6583,22887.56
2014,4,"navajuelas",9.072,31344.52
2014,4,"ostion",111.6724,1024276.41
2014,4,"ostras",3.659,462798.75
2014,4,"pez espada",941.80848,7269130.96
2014,4,"pulpo",1.508,6892.8
2014,4,"reineta",160.23762,130480.2
2014,4,"salmones",104.83013,751828.86
2014,4,"trucha",24.525,183050
2014,5,"algas",8793.8637,14700665.98
2014,5,"anguilas",1.236,2589.34
2014,5,"atun",19.812,122267.4
2014,5,"bacalado_profundo",167.27874,3106105.04
2014,5,"camaron",247.125,3030660
2014,5,"centolla",274.87505,3616783.3
2014,5,"congrio",3.226,34956
2014,5,"erizo",0.435,10371.35
2014,5,"jaiba",84.48924,716414.55
2014,5,"langostas",0.142,5209.09
2014,5,"langostinos",2.44,39997.5
2014,5,"loco",7.972,163129.44
2014,5,"mejillones",245.17284,657078.13
2014,5,"merluza",25.043,83181.55
2014,5,"pez espada",67.47482,444735.87
2014,5,"salmon",0.107,1762.23
2014,5,"salmones",569.75018,4254143.1
2014,6,"algas",1070.27678,2501777.64
2014,6,"salmon",317.69194,1560599.15
2014,6,"salmones",201.53924,1416618.89
2014,7,"bacalado_profundo",5.2904,124309.92
2014,7,"mejillones",8.7395,26000
2014,7,"pez espada",1.12,8089.02
2014,7,"salmones",80.96281,876098.4
2014,8,"abalones",2.3232,65270.39
2014,8,"algas",8913.5067,26922831.85
2014,8,"almejas",19.715,221864
2014,8,"bacalado_profundo",355.63671,6323297.6
2014,8,"caballas",115.018,170097.6
2014,8,"caracol",35.2614,387656.57
2014,8,"centolla",15.05852,319077.13
2014,8,"cojinobas",85.64933,237617.8
2014,8,"culengues",215.8568,1835153.58
2014,8,"erizo",8.56,175356.58
2014,8,"hirame",21.75,16387.5
2014,8,"jaiba",14.488,94136.68
2014,8,"jurel",100974.55191,123680096.03
2014,8,"langostinos",472.2038,8626776.1
2014,8,"loco",311.3003,4927050.2
2014,8,"macha",2.29894,20894.54
2014,8,"mejillones",500.36038,1355469.34
2014,8,"merluza",1917.96765,5451626.33
2014,8,"navajas",482.66713,4643413.15
2014,8,"navajuelas",488.24606,2636295.43
2014,8,"pejerreyes",161.809,323428.58
2014,8,"pez espada",180.23199,850193.78
2014,8,"reineta",1682.48125,1262109.14
2014,8,"salmon",852.3788,4917749.79
2014,8,"salmones",1834.58944,13292502.1
2014,8,"sardinas",1.052,452.22
2014,8,"trucha",92.731,655585.98
2014,9,"centolla",17.839,101059.17
2014,9,"salmon",47.50394,309950
2014,9,"salmones",29.21981,245819.32
2014,10,"algas",2559.3652,6575118.71
2014,10,"almejas",491.00537,3898759.85
2014,10,"atun",1.70449,35407.83
2014,10,"bacalado_profundo",694.7724,14626527.14
2014,10,"caballas",41.8,32998.06
2014,10,"camaron",39.576,549990.62
2014,10,"caracol",31.65738,227675.23
2014,10,"centolla",841.16263,10269755.59
2014,10,"congrio",68.74805,553104.14
2014,10,"culengues",159.4739,1481552.46
2014,10,"erizo",255.42114,7096821.66
2014,10,"hirame",217.5,184747.5
2014,10,"jaiba",178.04965,2101442.89
2014,10,"jurel",30560.2,33291387.24
2014,10,"langostinos",686.7754,12532287.79
2014,10,"loco",154.9508,3175179.92
2014,10,"macha",94.83927,873802.67
2014,10,"mejillones",67210.65872,184721504.41
2014,10,"merluza",4237.70778,16343524.22
2014,10,"navajas",354.41745,3220978.23
2014,10,"navajuelas",1202.75482,6110839.39
2014,10,"ostion",6.119,47802.44
2014,10,"pejerreyes",380.45168,787674.19
2014,10,"pepino",7.0726,188259.76
2014,10,"pez espada",550.50895,4299256.75
2014,10,"pulpo",21.6299,114992.55
2014,10,"reineta",174.265,134811.37
2014,10,"salmon",111993.03604,620542243.83
2014,10,"salmones",395846.98953,2771871225.58
2014,10,"sardinas",2.334,12012
2014,10,"trucha",76790.6844,667782963.71
2014,10,"varios_pescados",2.04,29480.4
2014,11,"bacalado_profundo",36.3199,731223.34
2014,11,"brotula",24.37651,51132.2
2014,11,"centolla",127.61223,1537583.04
2014,11,"cojinobas",513.86441,1445094.33
2014,11,"congrio",70.39244,409925.06
2014,11,"jaiba",49.95875,379903.86
2014,11,"merluza",2543.74594,9604247.77
2014,11,"pez espada",17.24563,138566.86
2014,11,"reineta",58.24258,72753.88
2014,11,"salmon",3486.62829,14962464.88
2014,11,"salmones",8508.26899,50458704.64
2014,11,"trucha",3903.28055,20012414.34
2014,12,"algas",68.774,276646
2014,12,"almejas",1.65,8511.99
2014,12,"anguilas",3.45,3260.5
2014,12,"bacalado_profundo",1729.45072,31839628.97
2014,12,"brotula",197.19827,464363
2014,12,"centolla",3726.9214,46400284.33
2014,12,"cojinobas",1850.6575,5737038.13
2014,12,"congrio",175.39916,959609.07
2014,12,"erizo",62.06809,1641102.5
2014,12,"jaiba",90.33784,864181.88
2014,12,"loco",0.848,15635.55
2014,12,"mejillones",17.884,67539.6
2014,12,"merluza",4797.96313,16189708.34
2014,12,"navajas",9.10333,74547.44
2014,12,"pepino",2.332,14548.45
2014,12,"pez espada",43.80723,289232.82
2014,12,"reineta",14.6,24850.9
2014,12,"salmon",622.35273,2649759.65
2014,12,"salmones",20084.67858,132254534.54
2014,12,"trucha",135.75776,970146.88
2014,13,"algas",240.1704,754102.37
2014,13,"atun",0.5044,10167.32
2014,13,"bacalado_profundo",35.9703,849941.77
2014,13,"camaron",10.8,142000
2014,13,"centolla",214.0114,2895288.69
2014,13,"congrio",4.278,58975.49
2014,13,"erizo",9.6538,260452.75
2014,13,"mejillones",293.55777,994818.95
2014,13,"pejerreyes",21.186,74072.39
2014,13,"pez espada",67.06947,479173.02
2014,13,"salmon",3.84916,68705.77
2014,13,"salmones",204.299,1458389.16
2014,13,"trucha",48.40796,286711.58
2014,14,"almejas",5.796,66518.33
2014,14,"bacalado_profundo",2.174,49415
2014,14,"centolla",5.85205,113020.08
2014,14,"congrio",1.51447,3784.5
2014,14,"mejillones",627.50246,1171784.68
2014,14,"merluza",106.42831,386146.84
2014,14,"reineta",0.338,610.8
2014,14,"salmon",47.54,219287.5
2014,14,"salmones",60.57363,470206.04
2014,14,"trucha",22.91288,105444.24
2014,15,"anchoveta",42.05268,270474.41
2014,15,"atun",81.32948,84482
2014,15,"bacalado_profundo",41.19086,1012510.91
2014,15,"centolla",6.81472,56177.8
2014,15,"cojinobas",114.1081,324071
2014,15,"congrio",23.00709,142044.61
2014,15,"corvina",2.52,3105
2014,15,"erizo",0.717,11047.5
2014,15,"jaiba",18.67948,117705.61
2014,15,"jurel",133.532,87892.2
2014,15,"mejillones",5.25,12981.39
2014,15,"merluza",250.51589,1255793.74
2014,15,"navajuelas",10.0224,57381.03
2014,15,"pez espada",17.37487,50133.12
2014,15,"reineta",619.39183,504231
2014,15,"salmones",460.1053,3099143.91
2014,15,"trucha",1360.06447,9668807.5
2014,20,"anchoveta",18.83608,134816.25
2014,20,"anguilas",18.8495,142681.43
2014,20,"bacalado_profundo",94.9459,2642806.5
2014,20,"merluza",69.006,220779.94
2014,20,"salmones",34.85619,327583
2014,NA,"algas",0.167,117.5
2014,NA,"atun",0.227,1558.25
2014,NA,"bacalado_profundo",0.036,30.2
2014,NA,"centolla",0.4866,3829.94
2014,NA,"erizo",0.1575,2549.44
2014,NA,"jaiba",0.355,2692.63
2014,NA,"jurel",0.361,2236.5
2014,NA,"loco",0.012,18
2014,NA,"mejillones",0.777,1201.91
2014,NA,"merluza",0.539,2072.3
2014,NA,"navajas",0.014,15
2014,NA,"ostion",0.01,95
2014,NA,"pepino",0.052,70
2014,NA,"pez espada",0.19,1041.13
2014,NA,"pulpo",0.025,780
2014,NA,"salmon",0.491,3838.71
2014,NA,"salmones",2.06432,11205.08
2014,NA,"trucha",0.28,681.43
2014,NA,"varios_pescados",0.062,886.5
2015,0,"algas",0.00965,58.8
2015,0,"atun",0.38203,3977
2015,0,"bacalado_profundo",14.04734,180384.25
2015,0,"bagre",26.4,26000
2015,0,"brotula",0.05677,44
2015,0,"calamar",2.90253,12512.88
2015,0,"camaron",0.96185,7768.46
2015,0,"caracol",0.01108,56
2015,0,"centolla",0.20684,624.04
2015,0,"cojinobas",0.025,23
2015,0,"corvina",0.015,10
2015,0,"culengues",0.00624,36
2015,0,"erizo",0.05324,373.11
2015,0,"jaiba",0.06079,263.45
2015,0,"langostinos",0.036,224
2015,0,"loco",21.89999,161123
2015,0,"mejillones",1.40514,1119.14
2015,0,"merluza",0.27924,60481.81
2015,0,"navajas",0.01864,59.83
